Date,Product Category,Product Name,Region,Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%),Sales Revenue (USD)
2011-08-18,Data Center,Tesla V100,Africa,3242.0,Gamers,Business,4.8,123876.79,22,High,0.49,68.0,0.18,79.0,2012-07-09,AMD Radeon RX 7900,40.86,308411854.13
2009-11-17,Data Center,RTX 4090,North America,3225.0,Educational Institutions,Individual,4.4,122701.71,5,High,0.22,35.0,0.1,62.0,2004-06-14,AMD Radeon RX 7900,31.5,316361569.06
2021-04-16,Gaming,RTX 4090,South America,3360.0,Educational Institutions,Business,4.0,170690.59,0,High,2.35,11.0,0.11,70.0,2021-08-18,AMD Radeon RX 7900,54.61,40059062917.44
2015-05-08,AI,Tesla T4,North America,1423.0,Gamers,Business,3.3,120251.25,4,High,2.15,88.0,0.25,81.0,2019-04-21,AMD Radeon RX 6800,54.87,310022026.51
2021-06-17,Gaming,RTX 3080,APAC,985.0,AI Researchers,Business,3.2,21450.84,3,Medium,4.86,26.0,0.29,56.0,2013-01-14,AMD Radeon RX 6800,48.85,63041233886.42
1995-03-21,Data Center,Quadro P2200,Europe,2408.0,Cloud Providers,Business,2.7,150987.25,18,Low,1.05,74.0,0.16,78.0,2020-12-28,Intel Xeon,42.16,297801759.67
2006-10-31,Gaming,RTX 4090,Middle East,2887.0,Educational Institutions,Individual,4.0,140121.98,19,Medium,2.13,39.0,0.19,78.0,1999-12-29,Google TPU,53.73,303142485.47
2020-12-03,AI,Tesla V100,Europe,1369.0,AI Researchers,Individual,2.4,185706.78,16,Medium,1.29,52.0,0.05,67.0,2008-04-27,Intel Xeon,61.83,4298833284.82
1995-02-25,OEM,RTX 4090,South America,699.0,Gamers,Business,1.3,195446.57,12,High,4.37,45.0,0.19,54.0,2010-08-03,Google TPU,35.36,302425351.48
2010-11-05,OEM,RTX 3080,Africa,2726.0,Gamers,Business,2.4,140512.51,3,Low,1.19,26.0,0.22,58.0,2005-10-11,AMD Radeon RX 6800,62.08,297586625.87
1998-02-11,Data Center,RTX 3080,Europe,4655.0,Gamers,Individual,4.2,146211.98,15,Low,3.89,59.0,0.28,70.0,2011-12-25,Intel Xeon,51.49,286074195.13
2001-09-11,Gaming,Quadro P2200,Middle East,4191.0,Educational Institutions,Individual,3.5,157289.56,17,Medium,2.68,31.0,0.27,52.0,2000-07-12,Google TPU,31.9,284578039.75
1997-09-24,AI,Quadro P2200,Middle East,4744.0,AI Researchers,Individual,4.8,120373.69,12,Low,2.0,60.0,0.1,87.0,2003-04-11,Intel Xeon,65.39,299343990.19
2020-08-04,Gaming,Quadro P2200,North America,2528.0,Cloud Providers,Individual,3.2,75594.52,5,Medium,4.21,66.0,0.16,70.0,2011-10-27,AMD Radeon RX 7900,34.09,2307314474.54
2005-03-10,Data Center,Tesla T4,APAC,4515.0,AI Researchers,Individual,2.5,80290.83,2,Medium,0.77,20.0,0.18,70.0,2002-09-15,AMD Radeon RX 6800,45.52,315572619.62
2006-03-16,Gaming,Quadro P2200,Europe,4721.0,Educational Institutions,Business,4.6,131333.22,9,High,4.06,36.0,0.22,50.0,2004-09-22,Google TPU,42.19,318697979.74
2005-11-23,Data Center,Quadro P2200,Middle East,396.0,Gamers,Business,1.3,179331.81,15,Low,1.5,76.0,0.21,66.0,2017-06-08,AMD Radeon RX 6800,47.01,309168101.35
2006-10-03,AI,RTX 4090,North America,1655.0,AI Researchers,Business,3.0,77179.94,16,Low,3.75,81.0,0.13,88.0,2022-03-10,Intel Xeon,45.35,293998047.7
2011-12-07,OEM,Tesla T4,South America,1823.0,AI Researchers,Individual,3.4,62373.88,21,Low,4.51,16.0,0.1,50.0,1999-10-29,Google TPU,48.39,314138120.28
2002-11-17,OEM,RTX 4090,Middle East,3764.0,Cloud Providers,Individual,2.5,87719.72,3,Medium,3.68,74.0,0.28,52.0,1997-07-26,Intel Xeon,61.61,289791714.17
2017-03-13,Data Center,RTX 4090,Middle East,1474.0,Educational Institutions,Business,3.9,60276.83,14,Low,4.57,62.0,0.05,72.0,2004-11-17,AMD Radeon RX 6800,49.08,303950359.03
2008-06-12,OEM,Tesla T4,North America,510.0,AI Researchers,Individual,2.4,125154.8,0,High,1.45,65.0,0.11,57.0,2023-11-16,AMD Radeon RX 6800,50.94,297326658.41
1998-08-16,Data Center,Tesla V100,Middle East,4260.0,Gamers,Individual,4.9,137780.12,12,High,0.3,35.0,0.09,66.0,2016-08-13,Intel Xeon,66.21,300114897.81
2021-10-19,Data Center,RTX 4090,South America,1585.0,Educational Institutions,Business,3.7,181990.03,10,Low,4.49,12.0,0.28,74.0,1996-09-12,Intel Xeon,46.75,50592814625.85
1996-11-24,Gaming,Quadro P2200,APAC,4873.0,Gamers,Business,3.8,181904.2,6,Medium,0.27,67.0,0.28,80.0,2015-12-13,Google TPU,30.69,307580448.34
1994-06-19,Gaming,Tesla V100,Middle East,4052.0,Cloud Providers,Individual,3.2,121895.62,18,Low,4.21,19.0,0.12,88.0,2009-11-15,AMD Radeon RX 7900,60.87,1699646991.6
2016-03-08,Gaming,Tesla T4,Middle East,4081.0,Gamers,Business,3.8,38671.44,10,Low,4.59,20.0,0.13,82.0,2007-01-28,Intel Xeon,31.02,282462121.65
2008-09-04,Data Center,Quadro P2200,Europe,2259.0,Gamers,Individual,1.1,159713.58,10,Medium,2.96,47.0,0.22,86.0,2010-12-25,AMD Radeon RX 7900,48.95,293325327.93
2008-07-25,OEM,RTX 3080,Africa,1195.0,AI Researchers,Individual,4.6,35921.08,19,High,4.49,61.0,0.17,54.0,2016-09-29,AMD Radeon RX 7900,34.75,310792881.26
2011-10-13,Data Center,RTX 3080,South America,336.0,Gamers,Business,4.7,100303.31,24,High,4.7,68.0,0.17,78.0,2007-02-20,Google TPU,37.76,314680397.33
2008-03-21,Gaming,Quadro P2200,APAC,659.0,AI Researchers,Individual,3.5,50129.71,9,Medium,3.85,24.0,0.27,74.0,2000-07-28,Intel Xeon,61.94,317421167.61
1995-05-04,Gaming,RTX 4090,APAC,3396.0,Gamers,Business,1.7,147948.84,10,Low,4.81,81.0,0.17,71.0,2002-04-28,AMD Radeon RX 6800,67.61,300275280.35
2002-09-29,Gaming,Quadro P2200,APAC,4717.0,Educational Institutions,Business,1.4,163197.9,15,Low,1.59,10.0,0.11,60.0,1994-03-08,AMD Radeon RX 7900,57.13,286751556.19
2010-12-25,AI,RTX 3080,South America,2512.0,Educational Institutions,Business,1.6,86278.56,20,Low,4.61,62.0,0.1,63.0,2013-11-11,AMD Radeon RX 7900,60.62,282389202.99
2023-10-17,AI,RTX 3080,Europe,1749.0,Educational Institutions,Individual,3.0,189251.9,24,High,2.78,38.0,0.24,72.0,2009-05-03,AMD Radeon RX 6800,48.25,614147572900.74
2007-06-12,AI,Tesla T4,Europe,593.0,Educational Institutions,Business,1.4,102757.0,3,Low,2.4,43.0,0.11,55.0,2011-06-16,AMD Radeon RX 7900,55.64,311824062.7
2005-11-13,Data Center,RTX 3080,APAC,3497.0,Gamers,Individual,4.1,191268.29,22,Medium,3.82,72.0,0.12,61.0,2002-07-21,AMD Radeon RX 6800,57.95,310366192.42
2022-03-03,Data Center,Tesla T4,APAC,1345.0,AI Researchers,Business,2.2,164591.43,10,High,3.91,77.0,0.14,89.0,2004-06-17,Google TPU,30.95,124963302495.78
2024-03-28,OEM,RTX 4090,Middle East,998.0,Cloud Providers,Individual,1.6,60666.98,5,Low,3.13,83.0,0.21,78.0,2021-01-02,Intel Xeon,38.22,626751562184.55
1998-01-12,Data Center,Tesla T4,Africa,3361.0,Gamers,Individual,1.2,41819.11,7,High,4.76,14.0,0.16,64.0,2000-08-06,AMD Radeon RX 7900,67.6,297561778.6
1994-10-12,Data Center,Quadro P2200,Middle East,1496.0,AI Researchers,Individual,2.1,184507.16,14,Medium,4.28,90.0,0.19,74.0,2022-07-11,AMD Radeon RX 6800,38.72,1636596091.47
2013-06-28,OEM,Tesla V100,APAC,1380.0,Cloud Providers,Business,1.2,148401.73,7,High,2.06,24.0,0.29,76.0,1996-10-27,AMD Radeon RX 7900,42.6,309656131.86
2017-09-19,OEM,Tesla T4,Africa,1384.0,Educational Institutions,Business,3.1,61323.93,20,Low,0.16,39.0,0.17,74.0,2013-02-21,AMD Radeon RX 6800,49.93,287787693.67
1996-12-22,Gaming,Tesla T4,Africa,2656.0,Educational Institutions,Business,4.9,81113.44,11,High,3.88,54.0,0.29,66.0,2019-08-23,Intel Xeon,36.35,292060283.87
2022-05-29,Data Center,RTX 4090,Middle East,1975.0,Cloud Providers,Business,4.3,169173.98,23,High,2.89,40.0,0.29,77.0,1997-02-14,AMD Radeon RX 6800,41.64,207546473955.06
2002-12-28,Gaming,RTX 3080,Africa,1169.0,AI Researchers,Business,3.5,189857.95,3,Medium,1.4,74.0,0.19,90.0,1995-03-29,AMD Radeon RX 7900,41.98,309344102.46
2022-07-18,OEM,Tesla T4,North America,1037.0,Educational Institutions,Individual,4.0,195750.28,17,Low,1.59,86.0,0.26,51.0,2013-01-15,AMD Radeon RX 7900,47.99,156830600887.06
2018-07-10,AI,RTX 3080,APAC,1236.0,Gamers,Individual,4.5,166436.28,21,High,1.84,30.0,0.2,73.0,2006-01-21,Intel Xeon,67.71,1064601200.67
2023-07-24,OEM,Tesla T4,APAC,4079.0,Cloud Providers,Individual,2.2,136228.97,0,High,0.97,20.0,0.09,72.0,2003-07-12,AMD Radeon RX 7900,32.0,339371941574.94
2003-04-27,Data Center,Tesla V100,APAC,4267.0,Gamers,Individual,1.6,112918.54,21,Medium,4.38,24.0,0.16,79.0,1997-05-15,Intel Xeon,39.15,288543504.1
2010-12-22,OEM,Tesla T4,Middle East,2634.0,Cloud Providers,Individual,3.4,124371.46,4,Medium,4.46,84.0,0.28,58.0,1998-08-23,AMD Radeon RX 6800,39.76,299858557.31
2008-01-10,OEM,Quadro P2200,South America,4711.0,AI Researchers,Individual,1.5,186323.51,14,Low,4.5,47.0,0.09,59.0,2003-05-09,AMD Radeon RX 7900,65.23,297063365.91
1997-07-26,Gaming,Tesla T4,Europe,1088.0,Gamers,Business,1.7,19065.67,19,Low,0.77,10.0,0.14,86.0,1994-07-04,Google TPU,61.94,307171875.52
2020-09-18,AI,Quadro P2200,Europe,2097.0,AI Researchers,Business,3.0,106868.94,11,High,2.0,16.0,0.24,84.0,2006-05-30,Google TPU,51.39,6315398668.55
2010-10-21,Gaming,Quadro P2200,APAC,1422.0,AI Researchers,Individual,2.0,28423.57,22,Medium,0.36,16.0,0.16,71.0,2010-04-16,Intel Xeon,44.1,284049240.05
1997-11-08,OEM,Quadro P2200,South America,2271.0,AI Researchers,Business,4.8,110890.64,13,Medium,2.37,22.0,0.06,72.0,1994-07-15,Google TPU,54.66,296022862.16
2012-12-26,OEM,RTX 4090,Africa,684.0,Educational Institutions,Business,4.6,188573.63,10,Medium,3.29,70.0,0.17,80.0,2015-05-24,AMD Radeon RX 7900,37.98,299537597.11
2021-09-27,Gaming,RTX 3080,Middle East,3357.0,Cloud Providers,Business,4.6,99057.68,10,Low,0.98,82.0,0.23,75.0,2017-10-06,Google TPU,68.51,42247335021.71
2000-09-22,Gaming,Tesla V100,South America,3397.0,Educational Institutions,Individual,4.8,87974.41,20,Medium,0.99,28.0,0.21,77.0,2004-10-14,AMD Radeon RX 6800,57.23,314379944.05
2001-08-30,OEM,Tesla T4,Africa,242.0,Gamers,Business,4.2,108942.2,6,Medium,3.88,65.0,0.27,61.0,2002-06-15,AMD Radeon RX 7900,69.9,310149124.93
2007-06-22,OEM,Tesla V100,North America,2781.0,Gamers,Individual,2.4,115992.98,24,High,0.43,88.0,0.17,68.0,2022-09-09,Intel Xeon,42.4,296511279.56
1997-04-13,Data Center,Tesla V100,Europe,1410.0,Gamers,Business,2.5,90049.33,12,Medium,4.0,76.0,0.12,83.0,1997-05-31,Intel Xeon,55.45,302018096.73
2010-04-28,Data Center,RTX 3080,South America,799.0,AI Researchers,Individual,3.3,73258.5,21,High,0.48,30.0,0.27,75.0,1997-11-08,AMD Radeon RX 6800,68.36,308457532.02
2001-02-05,OEM,RTX 3080,Europe,4664.0,Educational Institutions,Individual,2.7,138407.3,1,Low,2.87,30.0,0.25,89.0,1994-06-24,AMD Radeon RX 7900,30.24,299184263.72
2009-10-10,AI,Tesla V100,Africa,195.0,Educational Institutions,Individual,2.3,41459.11,8,Low,1.3,34.0,0.21,86.0,1995-04-05,AMD Radeon RX 6800,60.53,301888244.23
1997-05-21,Gaming,Quadro P2200,Middle East,4719.0,Cloud Providers,Business,1.4,58777.65,8,Medium,1.58,11.0,0.13,77.0,1996-04-05,Google TPU,52.87,281727750.3
1995-05-14,OEM,Tesla V100,South America,4775.0,Gamers,Individual,4.3,175530.31,16,Medium,4.45,36.0,0.26,53.0,2010-05-27,Intel Xeon,58.68,283644692.01
2011-11-30,OEM,Tesla V100,Europe,2673.0,Cloud Providers,Individual,3.4,144430.54,6,Medium,0.19,69.0,0.09,69.0,2008-05-20,Intel Xeon,57.6,303382064.38
2021-07-06,OEM,RTX 3080,South America,1895.0,AI Researchers,Individual,1.4,21157.19,16,Low,4.63,75.0,0.15,75.0,2013-06-20,AMD Radeon RX 6800,43.52,65569364911.66
2014-05-18,OEM,Tesla T4,North America,564.0,AI Researchers,Business,2.9,83547.48,3,Medium,4.66,18.0,0.26,57.0,2003-07-13,AMD Radeon RX 6800,47.52,300878778.68
1997-05-02,Data Center,Quadro P2200,Europe,4564.0,Cloud Providers,Business,4.6,90045.66,11,High,1.82,77.0,0.05,80.0,2022-10-21,Google TPU,67.05,301608200.79
1999-09-17,Gaming,Quadro P2200,Middle East,1866.0,Educational Institutions,Individual,4.2,188443.44,21,High,0.86,85.0,0.07,86.0,2015-08-06,Intel Xeon,61.47,287440359.05
2022-02-09,OEM,Tesla T4,Europe,4036.0,AI Researchers,Individual,4.2,90342.49,12,Low,2.54,83.0,0.2,64.0,2018-09-04,AMD Radeon RX 6800,66.22,217770438622.0
2009-07-24,Gaming,Tesla V100,Europe,1459.0,Educational Institutions,Individual,4.9,166422.35,15,Low,2.41,82.0,0.24,71.0,2004-10-16,Intel Xeon,51.59,316310533.6
2009-01-06,Data Center,RTX 3080,APAC,2703.0,AI Researchers,Business,4.1,49067.41,7,Medium,2.32,53.0,0.06,66.0,2017-10-04,AMD Radeon RX 6800,32.46,294103490.13
2011-07-22,AI,RTX 3080,Europe,694.0,Cloud Providers,Individual,3.7,199888.49,7,High,4.85,64.0,0.26,82.0,2023-05-04,AMD Radeon RX 6800,68.18,312382771.78
2017-12-14,OEM,Tesla V100,South America,1528.0,Gamers,Business,1.6,77573.03,14,High,2.03,74.0,0.19,61.0,2016-10-25,Intel Xeon,63.29,300465302.19
1997-08-31,Gaming,Quadro P2200,North America,4233.0,Educational Institutions,Individual,4.4,23247.13,14,Medium,4.31,22.0,0.27,81.0,1995-12-06,AMD Radeon RX 6800,64.44,292086569.84
2004-08-07,AI,Tesla V100,Middle East,4054.0,Gamers,Business,4.2,179772.88,2,Low,0.96,25.0,0.28,52.0,2010-12-27,AMD Radeon RX 6800,37.18,306747300.1
2009-05-14,Data Center,Quadro P2200,Europe,2617.0,Cloud Providers,Individual,2.7,38161.77,21,Medium,2.41,61.0,0.17,89.0,1997-12-08,AMD Radeon RX 7900,56.38,296152414.35
1993-09-20,AI,RTX 4090,North America,247.0,Cloud Providers,Business,4.7,170683.04,21,Low,1.95,22.0,0.24,80.0,2006-11-12,AMD Radeon RX 6800,56.62,1339484886.4
2008-05-02,AI,Quadro P2200,South America,197.0,Gamers,Business,3.6,163190.76,15,High,3.83,56.0,0.12,74.0,2010-09-27,AMD Radeon RX 7900,65.68,310676221.18
2002-05-02,Gaming,Tesla T4,South America,4945.0,AI Researchers,Business,3.4,82826.68,6,Medium,3.09,27.0,0.17,68.0,2022-09-20,Intel Xeon,66.69,286266159.3
2003-07-30,Data Center,Tesla V100,North America,755.0,Gamers,Individual,3.1,157815.46,8,Low,0.78,55.0,0.11,83.0,1998-04-15,Intel Xeon,40.42,285051364.19
2024-09-14,OEM,Tesla T4,South America,4897.0,AI Researchers,Business,3.3,60802.66,21,High,4.48,42.0,0.17,86.0,2009-06-01,Intel Xeon,55.85,834350896734.38
2016-10-08,AI,RTX 3080,South America,817.0,Gamers,Individual,1.6,66033.34,2,High,0.75,90.0,0.23,87.0,2008-08-22,AMD Radeon RX 7900,68.96,296667274.35
2013-03-02,Gaming,Tesla V100,Middle East,2559.0,AI Researchers,Individual,4.4,88842.56,17,High,3.57,23.0,0.11,64.0,2015-03-16,Intel Xeon,41.12,283695288.88
2011-11-03,AI,RTX 3080,Africa,3805.0,AI Researchers,Business,3.2,99999.29,22,Medium,3.7,53.0,0.11,77.0,2000-06-11,Intel Xeon,32.55,292614835.07
1996-11-28,OEM,Tesla V100,Africa,2543.0,Educational Institutions,Individual,2.7,20515.77,6,High,4.32,33.0,0.26,55.0,2008-09-19,Intel Xeon,39.4,313939777.92
1994-05-13,AI,RTX 3080,Europe,4992.0,Educational Institutions,Individual,2.8,178348.15,12,Medium,1.55,38.0,0.08,58.0,2023-04-06,AMD Radeon RX 7900,59.03,1504991512.36
2000-06-20,Gaming,Tesla T4,Europe,4886.0,Gamers,Individual,3.3,19157.72,6,High,3.19,87.0,0.23,78.0,2015-11-23,AMD Radeon RX 6800,32.4,306700371.78
2013-02-26,OEM,Tesla T4,APAC,474.0,Gamers,Business,4.7,73328.27,22,High,0.87,78.0,0.27,56.0,1996-06-03,AMD Radeon RX 7900,68.06,311146526.3
2003-06-06,Gaming,RTX 4090,Middle East,1975.0,Gamers,Individual,4.2,121340.18,19,Medium,2.91,55.0,0.19,89.0,2007-04-29,AMD Radeon RX 6800,38.6,299160002.59
2000-09-30,AI,RTX 4090,Europe,1426.0,Gamers,Individual,4.9,21661.99,11,High,2.56,27.0,0.17,82.0,2015-01-16,AMD Radeon RX 7900,47.56,317412208.92
2004-11-05,Gaming,Tesla V100,Europe,4975.0,Cloud Providers,Business,1.7,99686.32,11,Low,4.81,17.0,0.13,88.0,2024-09-15,AMD Radeon RX 6800,68.08,303043315.99
2000-08-02,Data Center,Tesla V100,South America,3051.0,AI Researchers,Business,2.7,49389.01,9,High,1.68,58.0,0.05,57.0,2008-01-01,Intel Xeon,63.07,316738111.42
2023-02-18,Gaming,Quadro P2200,North America,3081.0,Cloud Providers,Individual,3.8,193611.79,24,High,3.05,31.0,0.2,74.0,1994-11-01,Intel Xeon,69.53,509985525426.17
1998-11-19,OEM,Tesla T4,North America,4511.0,Gamers,Business,1.9,196378.84,18,Medium,1.48,57.0,0.08,86.0,2016-03-22,Intel Xeon,45.39,301298267.48
1993-10-23,Data Center,Tesla V100,Middle East,2122.0,Gamers,Business,1.3,36993.02,6,Low,1.56,10.0,0.05,71.0,2023-01-04,AMD Radeon RX 7900,41.77,1074494363.11
2014-09-23,OEM,Tesla V100,APAC,3248.0,Educational Institutions,Individual,4.2,197479.64,9,Low,3.38,85.0,0.24,84.0,2010-11-30,AMD Radeon RX 7900,39.01,296889240.1
1995-08-24,Gaming,Quadro P2200,Africa,4977.0,Gamers,Business,1.9,30782.55,10,Medium,4.63,58.0,0.18,72.0,2021-03-30,Intel Xeon,44.99,283665510.28
2006-10-18,AI,Tesla T4,Europe,1125.0,Gamers,Business,4.4,89096.61,4,Low,4.43,48.0,0.13,86.0,1994-11-15,AMD Radeon RX 7900,41.14,298559207.6
1997-05-21,AI,Quadro P2200,Africa,4191.0,AI Researchers,Individual,1.3,47162.46,17,High,2.16,71.0,0.27,73.0,2018-10-29,AMD Radeon RX 7900,48.35,301655436.82
2022-04-26,Data Center,Tesla V100,Africa,3473.0,Educational Institutions,Individual,4.7,82386.33,13,Low,3.73,70.0,0.08,80.0,2009-04-16,AMD Radeon RX 7900,47.4,180447712078.04
2004-09-02,Gaming,Tesla V100,Africa,973.0,AI Researchers,Individual,3.5,85039.49,19,Medium,4.11,25.0,0.06,88.0,1994-02-15,Intel Xeon,43.95,288014636.09
1997-06-02,AI,RTX 3080,Middle East,929.0,Cloud Providers,Individual,4.5,55478.57,23,Medium,4.72,50.0,0.16,60.0,2017-01-16,AMD Radeon RX 6800,60.12,304443178.21
1998-01-08,Gaming,RTX 4090,APAC,3550.0,AI Researchers,Business,1.3,137722.55,13,Low,2.55,82.0,0.29,74.0,2018-06-07,AMD Radeon RX 6800,59.41,283823247.8
2010-11-01,AI,Quadro P2200,North America,2017.0,Cloud Providers,Individual,2.6,194898.21,1,Low,3.43,72.0,0.23,84.0,2007-10-23,Intel Xeon,56.34,281454653.25
2014-07-30,Data Center,Quadro P2200,Middle East,2044.0,Educational Institutions,Individual,1.9,15128.03,5,Medium,1.86,26.0,0.06,73.0,2010-11-30,Google TPU,68.83,288070162.46
2020-03-29,Gaming,Tesla T4,Middle East,3540.0,AI Researchers,Individual,1.6,173968.97,25,Medium,1.34,55.0,0.13,56.0,2018-06-03,Google TPU,35.54,1707731930.34
1994-08-23,Data Center,Tesla V100,Africa,2608.0,Gamers,Business,1.5,158404.86,4,High,1.39,32.0,0.17,80.0,2013-10-22,Google TPU,53.74,1250504298.92
2018-05-20,OEM,RTX 3080,APAC,4975.0,Cloud Providers,Individual,4.6,172113.21,25,Medium,3.05,17.0,0.07,69.0,2010-12-24,AMD Radeon RX 6800,47.48,1493624315.98
2023-06-14,Data Center,RTX 4090,North America,467.0,Gamers,Individual,1.6,50376.54,6,Medium,1.36,76.0,0.25,77.0,1996-04-12,Intel Xeon,46.07,470169307642.55
2022-12-23,Gaming,RTX 3080,Africa,4765.0,Educational Institutions,Individual,3.3,155037.11,23,Medium,1.82,75.0,0.21,65.0,2007-04-11,Google TPU,53.87,244251411670.54
2013-08-27,AI,RTX 4090,North America,2720.0,AI Researchers,Business,3.8,162260.47,22,Low,0.7,42.0,0.19,78.0,2011-08-04,AMD Radeon RX 7900,49.03,284554292.7
2024-01-01,AI,RTX 3080,APAC,4513.0,AI Researchers,Business,1.5,101606.89,5,Medium,0.35,20.0,0.2,66.0,2013-05-25,AMD Radeon RX 7900,36.02,1119957875154.01
2021-08-18,OEM,Tesla T4,South America,4074.0,Cloud Providers,Business,3.7,149424.74,1,Low,0.35,58.0,0.14,84.0,2024-03-09,AMD Radeon RX 7900,35.3,63291039020.71
2009-06-18,Gaming,RTX 3080,Africa,3988.0,Cloud Providers,Business,4.9,182974.49,21,Low,2.41,14.0,0.13,76.0,2004-09-17,AMD Radeon RX 7900,53.74,315961798.01
2000-01-02,AI,Tesla V100,APAC,2577.0,Gamers,Individual,2.5,95565.71,22,Low,2.67,10.0,0.18,60.0,2015-05-07,Intel Xeon,32.99,295688249.68
2022-05-07,AI,Quadro P2200,South America,1323.0,Cloud Providers,Business,1.7,55162.99,9,Low,0.19,64.0,0.16,82.0,2007-03-27,Google TPU,62.06,127785115435.84
2014-07-25,Gaming,RTX 4090,South America,2721.0,Cloud Providers,Business,3.8,145440.63,21,High,1.92,53.0,0.28,73.0,2009-02-04,AMD Radeon RX 6800,33.28,312040104.33
2001-07-21,Gaming,Tesla V100,South America,526.0,Gamers,Individual,1.8,48934.73,8,Low,3.62,10.0,0.23,70.0,2000-03-03,Intel Xeon,59.48,290341015.17
2004-07-23,OEM,RTX 4090,North America,3111.0,Gamers,Business,4.3,30085.69,4,Low,4.87,50.0,0.26,66.0,1995-05-11,AMD Radeon RX 6800,43.95,298899252.64
2005-11-28,Gaming,Tesla T4,Africa,4496.0,Educational Institutions,Business,1.6,169457.49,19,High,2.24,20.0,0.22,50.0,2023-08-25,AMD Radeon RX 7900,61.13,284055664.66
2013-10-13,Gaming,RTX 4090,Europe,4825.0,Educational Institutions,Individual,2.5,15003.48,19,Medium,2.29,62.0,0.23,50.0,1994-05-12,Intel Xeon,66.45,290736595.12
2015-08-05,Gaming,RTX 3080,APAC,1531.0,AI Researchers,Individual,1.6,98654.64,17,Low,2.89,29.0,0.24,81.0,2006-05-28,Intel Xeon,65.09,301649114.28
2018-01-22,Gaming,Tesla T4,Europe,1770.0,Gamers,Business,4.8,81499.12,13,Low,0.37,83.0,0.19,74.0,2018-08-12,Google TPU,58.01,1756362545.57
2004-01-20,Gaming,Tesla T4,Africa,1224.0,Cloud Providers,Individual,2.7,189888.69,8,Medium,0.82,58.0,0.12,71.0,1998-05-12,Google TPU,54.23,306395739.71
2012-11-11,AI,Tesla T4,Europe,271.0,AI Researchers,Individual,2.0,148424.53,9,High,2.37,83.0,0.23,90.0,2012-03-01,AMD Radeon RX 6800,31.29,297142503.56
1996-12-27,Data Center,Quadro P2200,Africa,3996.0,Gamers,Individual,1.9,88721.12,18,Low,0.56,89.0,0.1,53.0,2015-10-30,AMD Radeon RX 7900,53.0,288171034.35
2005-05-22,Gaming,Tesla T4,Africa,1706.0,Educational Institutions,Business,3.4,164485.63,9,Medium,1.97,88.0,0.08,66.0,1997-01-13,Intel Xeon,30.5,310714538.62
1994-07-23,Data Center,Tesla V100,Middle East,110.0,Gamers,Business,1.1,14861.75,4,Low,4.03,70.0,0.09,75.0,2022-09-18,Intel Xeon,48.02,1566529386.94
1999-01-05,Gaming,RTX 4090,Africa,1307.0,Gamers,Individual,4.2,92276.48,24,High,4.49,71.0,0.14,57.0,2017-11-12,Intel Xeon,63.43,316442254.29
2019-01-09,AI,Tesla V100,South America,2985.0,Gamers,Business,4.8,49460.4,19,High,1.22,87.0,0.28,86.0,2022-03-04,AMD Radeon RX 7900,38.61,5406940049.16
1998-02-14,OEM,Tesla V100,North America,838.0,Cloud Providers,Individual,4.1,44915.0,17,High,3.07,20.0,0.25,54.0,2002-01-12,Google TPU,57.69,301494064.39
2008-07-27,Gaming,Tesla V100,APAC,1422.0,Gamers,Individual,2.7,159811.22,9,Medium,1.44,29.0,0.12,74.0,1994-08-27,Intel Xeon,53.68,304504619.34
2004-02-13,AI,Tesla T4,Middle East,939.0,AI Researchers,Individual,1.7,127896.45,20,Low,1.64,15.0,0.17,51.0,2020-12-26,AMD Radeon RX 6800,37.3,289109391.22
2004-02-09,Data Center,Tesla V100,Africa,1854.0,Educational Institutions,Business,1.1,86943.12,0,Low,0.12,81.0,0.09,87.0,1998-09-16,Google TPU,49.39,280993132.55
2014-10-15,Data Center,RTX 4090,Europe,3753.0,AI Researchers,Business,3.5,84150.24,18,High,0.74,62.0,0.09,63.0,2015-08-21,AMD Radeon RX 7900,49.9,282035912.57
2010-08-07,Gaming,Tesla V100,Middle East,2211.0,Cloud Providers,Individual,4.2,22987.15,16,High,1.0,24.0,0.24,86.0,2017-11-16,Google TPU,33.02,287334813.29
2018-09-17,AI,Tesla T4,North America,4493.0,Educational Institutions,Business,3.7,184013.82,13,Low,3.3,35.0,0.23,82.0,1997-02-08,Google TPU,50.98,1509799880.93
2020-06-15,AI,RTX 3080,South America,1127.0,Educational Institutions,Business,2.0,22399.84,4,Low,3.38,11.0,0.05,50.0,2011-10-26,AMD Radeon RX 7900,66.23,1930582340.39
